Name,Smiles
Gonadorelin,Oc1ccc(cc1)CC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N
Mebendazole,O(C(=O)Nc1[nH]c2cc(ccc2n1)C(=O)c1ccccc1)C
Pemetrexed,O=C1N=C(Nc2[nH]cc(c12)CCc1ccc(cc1)C(=O)N[C@H](CCC(O)=O)C(O)=O)N
Simvastatin,O1[C@@H](C[C@@H](O)CC1=O)CC[C@@H]1[C@@H]2C(=C[C@@H](C[C@@H]2OC(=O)C(CC)(C)C)C)C=C[C@@H]1C
Adenosine,O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1n1c2ncnc(N)c2nc1
Butoconazole,Clc1cccc(Cl)c1SC(CCc1ccc(Cl)cc1)Cn1ccnc1
Inulin,O1[C@](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)(CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO)[C@@H](O)[C@H](O)[C@H]1CO
Astemizole,Fc1ccc(cc1)Cn1c2c(nc1NC1CCN(CC1)CCc1ccc(OC)cc1)cccc2
Clofibrate,Clc1ccc(OC(C(OCC)=O)(C)C)cc1
Prednisone,O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)C(=O)C[C@]1([C@H]3CC[C@]1(O)C(=O)CO)C
Sulfacetamide,S(=O)(=O)(NC(=O)C)c1ccc(N)cc1
Dexmedetomidine,[nH]1cc(nc1)[C@@H](C)c1cccc(C)c1C
Docosanol,OCCCCCCCCCCCCCCCCCCCCCC
Clofarabine,Clc1nc(N)c2ncn(c2n1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
Alendronate,P(O)(O)(=O)C(P(O)(O)=O)(O)CCCN
Guanabenz,Clc1cccc(Cl)c1C=NN=C(N)N
Clorazepate,Clc1cc2c(NC(=O)C(N=C2c2ccccc2)C(O)=O)cc1
Niacin,OC(=O)c1cccnc1
Bacitracin,S1C[C@H](N=C1[C@@H](N)[C@H](CC)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@H](CC)C)C(=O)N[C@H]1CCCCNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)CCCN)[C@H](CC)C)Cc1ccccc1)Cc1nc[nH]c1)CC(O)=O)CC(=O)N
Efavirenz,Clc1cc2c(NC(O[C@]2(C#CC2CC2)C(F)(F)F)=O)cc1
Testosterone,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](O)[C@]4(CC3)C)CCC2=C1)C
Fluphenazine,S1c2c(N(c3c1cccc3)CCCN1CCN(CC1)CCO)cc(cc2)C(F)(F)F
Nicardipine,O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)CCN(Cc1ccccc1)C
Oxandrolone,O1C[C@]2([C@H](CC1=O)CC[C@H]1[C@@H]3CC[C@@](O)(C)[C@]3(CC[C@@H]12)C)C
Triamcinolone,F[C@@]12[C@H]([C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C
Imatinib,O=C(Nc1cc(Nc2nc(ccn2)-c2cccnc2)c(cc1)C)c1ccc(cc1)CN1CCN(CC1)C
Demeclocycline,Clc1c2c(C(=O)C=3[C@H](C[C@@H]4[C@@](O)(C(=O)C(C(=O)N)=C(O)[C@H]4N(C)C)C=3O)[C@@H]2O)c(O)cc1
Paramethadione,O1C(CC)(C)C(=O)N(C)C1=O
Candoxatril,O(C(=O)[C@@H](CC1(CCCC1)C(=O)NC1CCC(CC1)C(O)=O)COCCOC)c1cc2CCCc2cc1
Rifabutin,O1c2c3c4c(c(O)c2C)C(=O)C(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)=C1NC2(N=C14)CCN(CC2)CC(C)C
Furazolidone,O1CCN(N=Cc2oc([N+](=O)[O-])cc2)C1=O
Amodiaquine,Clc1cc2nccc(Nc3cc(CN(CC)CC)c(O)cc3)c2cc1
Bisoprolol,O(CC(O)CNC(C)C)c1ccc(cc1)COCCOC(C)C
Butorphanol,Oc1cc2[C@@]34CCCC[C@@]3(O)[C@H](N(CC4)CC3CCC3)Cc2cc1
Metaraminol,Oc1cc(ccc1)[C@@H](O)[C@@H](N)C
Ethionamide,S=C(N)c1cc(ncc1)CC
Chloroquine,Clc1cc2nccc(NC(CCCN(CC)CC)C)c2cc1
Nafcillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)c1c2c(ccc1OCC)cccc2
Cyclothiazide,Clc1cc2NC(NS(=O)(=O)c2cc1S(=O)(=O)N)C1C2CC(C1)C=C2
Sulindac,S(=O)(C)c1ccc(cc1)\C=C\1/c2c(cc(F)cc2)C(CC(O)=O)=C/1C
Cisapride,Clc1cc(C(=O)N[C@@H]2CCN(C[C@@H]2OC)CCCOc2ccc(F)cc2)c(OC)cc1N
Medroxyprogesterone Acetate,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](OC(=O)C)(C(=O)C)[C@]4(CC3)C)C[C@@H](C2=C1)C)C
Ivermectin,O1[C@@H]2C[C@@]3(O[C@H](C(C)C)[C@H](CC3)C)O[C@H](C\C=C(/C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@H](\C=C\C=C\3/CO[C@@H]4[C@H](O)C(=C[C@H]([C@]/34O)C1=O)C)C)C2.O1[C@@H]2C[C@@]3(O[C@H]([C@@H](CC)C)[C@H](CC3)C)O[C@H](C\C=C(/C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@H](\C=C\C=C\3/CO[C@@H]4[C@H](O)C(=C[C@H]([C@]/34O)C1=O)C)C)C2
Linezolid,Fc1cc(N2C[C@@H](OC2=O)CNC(=O)C)ccc1N1CCOCC1
Monobenzone,O(Cc1ccccc1)c1ccc(O)cc1
Thiopental,S=C1NC(=O)C(C(CCC)C)(CC)C(=O)N1
Labetalol,Oc1ccc(cc1C(=O)N)C(O)CNC(CCc1ccccc1)C
Gadoteridol,[Gd+3].OC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C
Halobetasol Propionate,ClCC(=O)[C@@]1(OC(=O)CC)[C@H](CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C)C
Oxytetracycline,OC=1[C@@H](N(C)C)[C@H]2[C@@](O)(C(=O)C=1C(=O)N)C(O)=C1[C@@H]([C@](O)(c3c(C1=O)c(O)ccc3)C)[C@@H]2O
Amiloride,Clc1nc(C(=O)N=C(N)N)c(nc1N)N
Ethosuximide,O=C1NC(=O)CC1(CC)C
Piperazine,N1CCNCC1
Fluocinolone Acetonide,F[C@@]12[C@H]([C@@H]3C[C@H]4OC(O[C@@]4(C(=O)CO)[C@]3(C[C@@H]1O)C)(C)C)C[C@H](F)C1=CC(=O)C=C[C@@]12C
Doxazosin,O1c2c(OCC1C(=O)N1CCN(CC1)c1nc(N)c3cc(OC)c(OC)cc3n1)cccc2
Lisuride,O=C(N[C@H]1C=C2[C@H](N(C1)C)Cc1c3c2cccc3[nH]c1)N(CC)CC
Fluticasone Propionate,S(C(=O)[C@]1(OC(=O)CC)[C@@]2([C@H]([C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C2)C[C@H]1C)C)CF
Cinalukast,s1cc(nc1\C=C\c1cc(NC(=O)CC(CC)(CC)C(O)=O)ccc1)C1CCC1
Diclofenac,Clc1cccc(Cl)c1Nc1ccccc1CC(O)=O
Nizatidine,s1cc(nc1CN(C)C)CSCCN\C(\NC)=C\[N+](=O)[O-]
Enalapril,O(CC)C(=O)[C@@H](N[C@H](C(=O)N1CCC[C@H]1C(O)=O)C)CCc1ccccc1
L-Carnitine,O=C([O-])C[C@@H](O)C[N+](C)(C)C
Voriconazole,Fc1cc(F)ccc1[C@](O)([C@@H](C)c1ncncc1F)Cn1ncnc1
Lactulose,O1[C@](O)(CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1CO
Mazindol,Clc1ccc(cc1)C1(O)N2C(=NCC2)c2c1cccc2
Carbenicillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)C(C(O)=O)c1ccccc1
Valaciclovir,O=C1N=C(Nc2n(cnc12)COCCOC(=O)[C@@H](N)C(C)C)N
Sulfamethizole,s1c(nnc1NS(=O)(=O)c1ccc(N)cc1)C
Clonidine,Clc1cccc(Cl)c1NC=1NCCN=1
Fenoprofen,O(c1cc(ccc1)C(C(O)=O)C)c1ccccc1
Atropine,O(C(=O)C(CO)c1ccccc1)C1C[C@@H]2N([C@H](C1)CC2)C
Propranolol,O(CC(O)CNC(C)C)c1c2c(ccc1)cccc2
Vinblastine,O(C)c1cc2N([C@@H]3[C@@]4([C@H]5N(CC=C[C@@]5(CC)[C@@H](OC(=O)C)[C@]3(O)C(OC)=O)CC4)c2cc1[C@@]1(c2[nH]c3c(c2CCN2C[C@@](O)(C[C@H](C1)C2)CC)cccc3)C(OC)=O)C
Fondaparinux sodium,S(=O)(=O)([O-])N[C@@H]1[C@@H](OS(=O)(=O)[O-])[C@H](O[C@@H]2O[C@H](C(O)=O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2O)[C@H](O[C@@H]1O[C@H]1[C@H](O)[C@@H](OS(=O)(=O)[O-])[C@@H](O[C@H]1C(O)=O)O[C@H]1[C@H](O)[C@@H](NS(=O)(=O)[O-])[C@H](O[C@@H]1COS(=O)(=O)[O-])OC)COS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
Cinnarizine,N1(CCN(CC1)CC=Cc1ccccc1)C(c1ccccc1)c1ccccc1
Cephalexin,S1[C@H]2N(C(C(O)=O)=C(C1)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1
Succimer,SC(C(S)C(O)=O)C(O)=O
Cisatracurium besylate,S(=O)(=O)([O-])c1ccccc1.S(=O)(=O)([O-])c1ccccc1.O(C)c1cc(ccc1OC)C[C@H]1[N@+](CCc2cc(OC)c(OC)cc12)(CCC(OCCCCCOC(=O)CC[N@+]1(CCc2cc(OC)c(OC)cc2[C@H]1Cc1cc(OC)c(OC)cc1)C)=O)C
Carbamazepine,O=C(N)N1c2c(C=Cc3c1cccc3)cccc2
Methotrexate,OC(=O)CC[C@H](NC(=O)c1ccc(N(Cc2nc3c(nc(nc3N)N)nc2)C)cc1)C(O)=O
Benzthiazide,Clc1cc2NC(=NS(=O)(=O)c2cc1S(=O)(=O)N)CSCc1ccccc1
Doxapram,O1CCN(CC1)CCC1CN(CC)C(=O)C1(c1ccccc1)c1ccccc1
Tigecycline,OC=1[C@@H](N(C)C)[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C=1C(=O)N)C(=O)c1c(C3)c(N(C)C)cc(NC(=O)CNC(C)(C)C)c1O
Bosentan,S(=O)(=O)(Nc1nc(nc(OCCO)c1Oc1ccccc1OC)-c1ncccn1)c1ccc(cc1)C(C)(C)C
Zanamivir,O1[C@@H]([C@H](O)[C@H](O)CO)[C@H](NC(=O)C)[C@@H](N=C(N)N)C=C1C(O)=O
Hydroxyzine,Clc1ccc(cc1)C(N1CCN(CC1)CCOCCO)c1ccccc1
Perflutren,FC(F)(C(F)(F)F)C(F)(F)F
Lamotrigine,Clc1c(cccc1Cl)-c1nnc(nc1N)N
Piroxicam,S1(=O)(=O)N(C)C(C(=O)Nc2ncccc2)=C(O)c2c1cccc2
Methoxsalen,O1c2c(C=CC1=O)cc1c(occ1)c2OC
Pentostatin,O1[C@H](CO)[C@@H](O)C[C@@H]1n1c2N=CNC[C@@H](O)c2nc1
Acetohydroxamic Acid,O=C(NO)C
Propylthiouracil,S=C1NC(=CC(=O)N1)CCC
Zafirlukast,S(=O)(=O)(NC(=O)c1cc(OC)c(cc1)Cc1c2cc(NC(OC3CCCC3)=O)ccc2n(c1)C)c1ccccc1C
Azelaic Acid,OC(=O)CCCCCCCC(O)=O
Desoximetasone,F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@H](C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C
Adinazolam,Clc1cc2c(-n3c(nnc3CN(C)C)CN=C2c2ccccc2)cc1
Pyridostigmine,O(C(=O)N(C)C)c1ccc[n+](c1)C
Fluorouracil,FC1=CNC(=O)NC1=O
Amoxapine,Clc1cc2c(Oc3c(N=C2N2CCNCC2)cccc3)cc1
Benazepril,O=C1N(c2c(CC[C@@H]1N[C@@H](CCc1ccccc1)C(OCC)=O)cccc2)CC(O)=O
Vincristine,O(C)c1cc2N([C@@H]3[C@@]4([C@H]5N(CC=C[C@@]5(CC)[C@@H](OC(=O)C)[C@]3(O)C(OC)=O)CC4)c2cc1[C@@]1(c2[nH]c3c(c2CCN2C[C@@](O)(C[C@H](C1)C2)CC)cccc3)C(OC)=O)C=O
Nortriptyline,N(CCC=C1c2c(CCc3c1cccc3)cccc2)C
Toremifene,ClCC\C(=C(\c1ccc(OCCN(C)C)cc1)/c1ccccc1)\c1ccccc1
Gadoversetamide,[Gd+3].O(CCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C
Ciprofloxacin,Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)cc1N1CCNCC1
Guanidine,NC(N)=N
Cefdinir,s1cc(nc1N)/C(=N/O)/C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O
Chlormerodrin,[Hg](Cl)CC(OC)CNC(=O)N
Cyclophosphamide,ClCCN(P1(OCCCN1)=O)CCCl
Erlotinib,O(CCOC)c1cc2c(ncnc2Nc2cc(ccc2)C#C)cc1OCCOC
Foscarnet,P(O)(O)(=O)C(O)=O
Lercanidipine,O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)C(CN(CCC(c1ccccc1)c1ccccc1)C)(C)C
Cinchocaine,O(CCCC)c1nc2c(cccc2)c(c1)C(=O)NCCN(CC)CC
Oxaliplatin,[Pt]12(OC(=O)C(O1)=O)N[C@H]1[C@H](N2)CCCC1
Tolnaftate,S=C(Oc1cc2c(cc1)cccc2)N(C)c1cc(ccc1)C
Metolazone,Clc1cc2NC(N(c3ccccc3C)C(=O)c2cc1S(=O)(=O)N)C
Alitretinoin,OC(=O)\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C
Carteolol,O(CC(O)CNC(C)(C)C)c1c2CCC(=O)Nc2ccc1
Caspofungin,Oc1ccc(cc1)[C@H](O)[C@@H](O)[C@@H]1NC(=O)[C@H]2N(C[C@H](O)C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCCCCCCCC(CC(CC)C)C)C[C@@H](O)[C@H](NC(=O)[C@H]2N(CC[C@@H]2O)C(=O)[C@@H](NC1=O)[C@H](O)CCN)NCCN)[C@H](O)C
Trandolapril,O(CC)C(=O)[C@@H](N[C@H](C(=O)N1[C@@H]2[C@@H](C[C@H]1C(O)=O)CCCC2)C)CCc1ccccc1
Albendazole,S(CCC)c1cc2[nH]c(nc2cc1)NC(OC)=O
Anisotropine Methylbromide,[Br-].O(C(=O)C(CCC)CCC)C1CC2[N+](C(C1)CC2)(C)C
Bentoquatam,[Si](=O)=O.[AlH2-]([OH2+])O[AlH2-][OH2+].O
Cisplatin,[Pt](Cl)(Cl)(N)N
Dextromethorphan,O(C)c1cc2[C@]34[C@@H]([C@@H](N(CC3)C)Cc2cc1)CCCC4
Aminocaproic Acid,OC(=O)CCCCCN
Vancomycin,Clc1c2Oc3cc4[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC)CC(C)C)[C@H](O)c(c1)cc2)CC(=O)N)C(=O)N[C@@H]1c2cc(-c5c(cc(O)cc5O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)c1cc(Cl)c(Oc(c4)c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@@H](O)[C@@](N)(C3)C)cc1)C(O)=O)c(O)cc2
Acetyldigitoxin,O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@H](CC[C@]12C)[C@@]1([C@@H](C[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@@H](OC(=O)C)C5)[C@@H](O)C4)[C@@H](O)C2)CC1)CC3)C
Dextrothyroxine,Ic1cc(cc(I)c1Oc1cc(I)c(O)c(I)c1)C[C@@H](N)C(O)=O
Triflupromazine,S1c2c(N(c3c1cccc3)CCCN(C)C)cc(cc2)C(F)(F)F
Nitazoxanide,s1c([N+](=O)[O-])cnc1NC(=O)c1ccccc1OC(=O)C
Levallorphan,Oc1cc2[C@@]34[C@H]([C@H](N(CC3)CC=C)Cc2cc1)CCCC4
Ritonavir,s1cncc1COC(=O)N[C@H]([C@@H](O)C[C@@H](NC(=O)[C@@H](NC(=O)N(Cc1nc(sc1)C(C)C)C)C(C)C)Cc1ccccc1)Cc1ccccc1
Haloperidol,Clc1ccc(cc1)C1(O)CCN(CC1)CCCC(=O)c1ccc(F)cc1
Cimetidine,S(Cc1nc[nH]c1C)CCN\C(=N\C)\NC#N
Tolmetin,OC(=O)Cc1n(C)c(cc1)C(=O)c1ccc(cc1)C
Flutamide,FC(F)(F)c1cc(NC(=O)C(C)C)ccc1[N+](=O)[O-]
Phenindione,O=C1c2c(cccc2)C(=O)C1c1ccccc1
Oxycodone,O1[C@@H]2[C@]34CCN([C@H](Cc5c3c1c(OC)cc5)[C@]4(O)CCC2=O)C
Darifenacin,O1CCc2cc(ccc12)CCN1C[C@@H](CC1)C(C(=O)N)(c1ccccc1)c1ccccc1
Zidovudine,O1[C@H](CO)[C@@H](N=[N+]=[N-])C[C@@H]1N1C=C(C)C(=O)NC1=O
Entacapone,Oc1c([N+](=O)[O-])cc(cc1O)\C=C(\C(=O)N(CC)CC)/C#N
Cefotaxime,s1cc(nc1N)/C(=N/OC)/C(=O)N[C@H]1[C@H]2SCC(COC(=O)C)=C(N2C1=O)C(O)=O
Fosinopril,P(OC(OC(=O)CC)C(C)C)(=O)(CCCCc1ccccc1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1
Miglitol,O[C@H]1[C@H](O)[C@@H](O)CN(CCO)[C@@H]1CO
Buspirone,O=C1N(CCCCN2CCN(CC2)c2ncccn2)C(=O)CC2(C1)CCCC2
Sotalol,S(=O)(=O)(Nc1ccc(cc1)C(O)CNC(C)C)C
Altretamine,n1c(nc(nc1N(C)C)N(C)C)N(C)C
Pefloxacin,Fc1cc2c(N(C=C(C(O)=O)C2=O)CC)cc1N1CCN(CC1)C
Nabilone,O1c2c([C@H]3[C@@H](CCC(=O)C3)C1(C)C)c(O)cc(c2)C(CCCCCC)(C)C
Dicloxacillin,Clc1cccc(Cl)c1-c1noc(C)c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O
Brimonidine,Brc1c2nccnc2ccc1NC=1NCCN=1
Gallamine Triethiodide,[I-].[I-].[I-].O(CC[N+](CC)(CC)CC)c1c(OCC[N+](CC)(CC)CC)cccc1OCC[N+](CC)(CC)CC
Celecoxib,S(=O)(=O)(N)c1ccc(-n2nc(cc2-c2ccc(cc2)C)C(F)(F)F)cc1
Raloxifene,s1c2c(ccc(O)c2)c(C(=O)c2ccc(OCCN3CCCCC3)cc2)c1-c1ccc(O)cc1
Lenalidomide,O=C1NC(=O)CCC1N1Cc2c(cccc2N)C1=O
Amikacin,O1[C@H](CN)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@H]1[C@H](O)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](N)[C@H]2O)[C@H](NC(=O)[C@@H](O)CCN)C[C@@H]1N
Rimantadine,NC(C)C12CC3CC(C1)CC(C2)C3
Chlorpromazine,Clc1cc2N(c3c(Sc2cc1)cccc3)CCCN(C)C
Duloxetine,s1cccc1[C@@H](Oc1c2c(ccc1)cccc2)CCNC
Chlordiazepoxide,Clc1cc2c(N=C(NC)C[N+]([O-])=C2c2ccccc2)cc1
Methohexital,O=C1N(C)C(=O)NC(=O)C1(C(C#CCC)C)CC=C
Hexylcaine,O(C(=O)c1ccccc1)C(CNC1CCCCC1)C
Fluoxetine,FC(F)(F)c1ccc(OC(CCNC)c2ccccc2)cc1
Montelukast,Clc1cc2nc(ccc2cc1)\C=C\c1cc(ccc1)[C@H](SCC1(CC1)CC(O)=O)CCc1ccccc1C(O)(C)C
Dronabinol,O1c2c([C@H]3[C@@H](CCC(=C3)C)C1(C)C)c(O)cc(c2)CCCCC
Tenoxicam,s1c2c(S(=O)(=O)N(C)\C(=C(/O)\Nc3ncccc3)\C2=O)cc1
Quinine,O(C)c1cc2c(nccc2[C@@H](O)[C@H]2[N@@]3C[C@@H]([C@H](C2)CC3)C=C)cc1
Enoxacin,Fc1cc2c(nc1N1CCNCC1)N(C=C(C(O)=O)C2=O)CC
Ketorolac,OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1
Sodium Tetradecyl Sulfate,S(OCCCCCCCCCCCCCC)(O)(=O)=O
Methylscopolamine bromide,[Br-].O1C2[C@H]3[N+]([C@@H](CC(OC(=O)[C@H](CO)c4ccccc4)C3)C12)(C)C
Nabumetone,O(C)c1cc2c(cc(cc2)CCC(=O)C)cc1
Verteporfin,O(C(=O)C1=CC=C2C3=N\C(=C\c4[nH]c(C=C5N=C(C=c6[nH]c(=C3)c(C)c6C=C)C(C)=C5CCC(O)=O)c(CCC(OC)=O)c4C)\[C@]2(C)[C@@H]1C(OC)=O)C
Acitretin,O(C)c1cc(C)c(\C=C\C(=C\C=C\C(=C\C(O)=O)\C)\C)c(C)c1C
Imipramine,N(CCCN1c2c(CCc3c1cccc3)cccc2)(C)C
Prazosin,o1cccc1C(=O)N1CCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1
Cefalotin,s1cccc1CC(=O)N[C@H]1[C@H]2SCC(COC(=O)C)=C(N2C1=O)C(O)=O
Loratadine,Clc1cc2c(cc1)C(c1ncccc1CC2)=C1CCN(CC1)C(OCC)=O
Pethidine,O(C(=O)C1(CCN(CC1)C)c1ccccc1)CC
Clomocycline,Clc1c2c(C(=O)C=3[C@H](C[C@@H]4[C@@](O)(C(=O)C(C(=O)NCO)=C(O)[C@H]4N(C)C)C=3O)[C@@]2(O)C)c(O)cc1
Framycetin,O1[C@@H](CN)[C@@H](O)[C@H](O)[C@@H](N)[C@H]1O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO)O[C@H]1[C@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@@H](N)C[C@@H](N)[C@@H]1O
Levothyroxine,Ic1cc(cc(I)c1Oc1cc(I)c(O)c(I)c1)C[C@H](N)C(O)=O
Droperidol,Fc1ccc(cc1)C(=O)CCCN1CCC(N2c3c(NC2=O)cccc3)=CC1
Dipivefrin,O(C(=O)C(C)(C)C)c1cc(ccc1OC(=O)C(C)(C)C)C(O)CNC
Lansoprazole,S(=O)(Cc1nccc(OCC(F)(F)F)c1C)c1[nH]c2c(n1)cccc2
Chloramphenicol,ClC(Cl)C(=O)N[C@@H]([C@H](O)c1ccc([N+](=O)[O-])cc1)CO
Epirubicin,O1[C@@H](C)[C@H](O)[C@@H](N)C[C@@H]1O[C@@H]1c2c(C[C@](O)(C1)C(=O)CO)c(O)c1c(C(=O)c3c(cccc3OC)C1=O)c2O
Teniposide,s1cccc1C1OC[C@H]2O[C@@H](O[C@H]3[C@@H]4[C@@H]([C@@H](c5c3cc3OCOc3c5)c3cc(OC)c(O)c(OC)c3)C(OC4)=O)[C@H](O)[C@@H](O)[C@@H]2O1
Betamethasone,F[C@@]12[C@H]([C@@H]3C[C@H](C)[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C
Entecavir,O=C1N=C(Nc2n(cnc12)[C@H]1C[C@H](O)[C@@H](CO)C1=C)N
Gemcitabine,FC1(F)[C@H](O)[C@H](O[C@H]1N1C=CC(=NC1=O)N)CO
