input,output
"{'key': 'PAVYFSUMGRBRPZ-UHFFFAOYSA-N', 'input': 'FC1CCNCC1c1c(-c2ccccc2)[nH]c2ccc(Cl)cc12', 'text': 'FC1CCNCC1c1c(-c2ccccc2)[nH]c2ccc(Cl)cc12'}",{'outcome': 0.9900990128517151}
"{'key': 'MRONYHYWJWVKKK-UHFFFAOYSA-N', 'input': 'N#Cc1ccc(Cn2cncc2CNC2CCN(Cc3ccccc3)C2=O)cc1', 'text': 'N#Cc1ccc(Cn2cncc2CNC2CCN(Cc3ccccc3)C2=O)cc1'}",{'outcome': 0.995049476623535}
"{'key': 'MRONYHYWJWVKKK-UHFFFAOYSA-N', 'input': 'N#Cc1ccc(Cn2cncc2CNC2CCN(Cc3ccccc3)C2=O)cc1', 'text': 'N#Cc1ccc(Cn2cncc2CNC2CCN(Cc3ccccc3)C2=O)cc1'}",{'outcome': 0.995049476623535}
"{'key': 'ZPUCINDJVBIVPJ-UHFFFAOYSA-N', 'input': 'COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C', 'text': 'COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C'}",{'outcome': 0.935643553733825}
"{'key': 'SCXSQUUTGCWHFU-UHFFFAOYSA-N', 'input': 'CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(F)c2)CC1', 'text': 'CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(F)c2)CC1'}",{'outcome': 0.9009901285171501}
"{'key': 'LIIMZDKZANZWFU-UHFFFAOYSA-N', 'input': 'CC(C(O)c1ccc2c(c1)CNC(=O)N2)N1CCC(O)(c2ccc(F)cc2)CC1', 'text': 'CC(C(O)c1ccc2c(c1)CNC(=O)N2)N1CCC(O)(c2ccc(F)cc2)CC1'}",{'outcome': 0.995049476623535}
"{'key': 'UOPYFDKQWMFBDI-UHFFFAOYSA-N', 'input': 'CN(C)Cc1ccccc1Oc1ccc(Cl)cc1Cl', 'text': 'CN(C)Cc1ccccc1Oc1ccc(Cl)cc1Cl'}",{'outcome': 0.9158415794372551}
"{'key': 'XIINYKRQARUYJK-UHFFFAOYSA-N', 'input': 'COc1cc(Cl)ccc1Oc1ccccc1CN(C)C', 'text': 'COc1cc(Cl)ccc1Oc1ccccc1CN(C)C'}",{'outcome': 0.863036274909973}
"{'key': 'VXYNDBOWMKXSIO-UHFFFAOYSA-N', 'input': 'CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1OC', 'text': 'CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1OC'}",{'outcome': 0.8283828496932981}
"{'key': 'FUFMKPBBSWMURG-UHFFFAOYSA-N', 'input': 'CNCc1cc(C(=O)NC)ccc1Oc1ccc(Cl)cc1OC', 'text': 'CNCc1cc(C(=O)NC)ccc1Oc1ccc(Cl)cc1OC'}",{'outcome': 0.7541254162788391}
"{'key': 'YJNSSHGTSILZGM-UHFFFAOYSA-N', 'input': 'CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1OC', 'text': 'CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1OC'}",{'outcome': 0.7623762488365171}
"{'key': 'HEBFKAQNVHADTH-UHFFFAOYSA-N', 'input': 'CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1Cl', 'text': 'CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1Cl'}",{'outcome': 0.9257425665855401}
"{'key': 'IHBJHLUWGRKAPP-UHFFFAOYSA-N', 'input': 'CNCc1cc(C(=O)NC)ccc1Oc1ccc(Cl)cc1C', 'text': 'CNCc1cc(C(=O)NC)ccc1Oc1ccc(Cl)cc1C'}",{'outcome': 0.8366336822509761}
"{'key': 'RMRJXGBAOAMLHD-UHFFFAOYSA-N', 'input': 'COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5', 'text': 'COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5'}",{'outcome': 0.9603960514068601}
"{'key': 'ISKBVCXTQANZNE-UHFFFAOYSA-N', 'input': 'CN(C(=O)c1ccc(-c2ccc(F)cc2)cc1)C1CCc2cc(CN3CCNC(=O)C3)ccc2C1', 'text': 'CN(C(=O)c1ccc(-c2ccc(F)cc2)cc1)C1CCc2cc(CN3CCNC(=O)C3)ccc2C1'}",{'outcome': 0.7920792102813721}
"{'key': 'VQSYXEIAGGXRCQ-UHFFFAOYSA-N', 'input': 'CCOc1cc(N)c(Cl)cc1C(=O)NCC1C[N+](Cc2ccc(F)cc2)CCO1', 'text': 'CCOc1cc(N)c(Cl)cc1C(=O)NCC1C[N+](Cc2ccc(F)cc2)CCO1'}",{'outcome': 0.6258251070976251}
"{'key': 'HPUWDQDUZQWGIJ-UHFFFAOYSA-N', 'input': 'CSc1ncccc1C(=O)N1CCC(NCc2cncn2Cc2ccc(C#N)cc2)C1=O', 'text': 'CSc1ncccc1C(=O)N1CCC(NCc2cncn2Cc2ccc(C#N)cc2)C1=O'}",{'outcome': 0.8345119953155511}
"{'key': 'YQNDWHKGOQHVNT-UHFFFAOYSA-N', 'input': 'CC(C)(C)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1', 'text': 'CC(C)(C)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1'}",{'outcome': 0.8118811845779411}
"{'key': 'XKFYPIKUIRIHMW-UHFFFAOYSA-N', 'input': 'CC(C)(C)C(O)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1', 'text': 'CC(C)(C)C(O)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1'}",{'outcome': 0.7772276997566221}
"{'key': 'OASYXJZGABKMRD-UHFFFAOYSA-N', 'input': 'Cc1ccccc1C1CCN(CC2CCc3cccnc3C(O)C2)CC1C', 'text': 'Cc1ccccc1C1CCN(CC2CCc3cccnc3C(O)C2)CC1C'}",{'outcome': 0.472701549530029}
"{'key': 'NOBSINPJDRJYCC-UHFFFAOYSA-N', 'input': 'O=C(c1cc(F)cc(F)c1)N1CCN(c2ccc(OCCCN3CCCC3)cc2)C(=O)C1', 'text': 'O=C(c1cc(F)cc(F)c1)N1CCN(c2ccc(OCCCN3CCCC3)cc2)C(=O)C1'}",{'outcome': 0.7334983348846431}
"{'key': 'VGKDLMBJGBXTGI-UHFFFAOYSA-N', 'input': 'CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21', 'text': 'CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21'}",{'outcome': 0.9900990128517151}
"{'key': 'RXTGLCJZFJYNNA-UHFFFAOYSA-N', 'input': 'CC(C)NCC(O)c1ccc(N[S+2](C)(O)O)cc1', 'text': 'CC(C)NCC(O)c1ccc(N[S+2](C)(O)O)cc1'}",{'outcome': 0.143564358353614}
"{'key': 'WIGIZIANZCJQQY-UHFFFAOYSA-N', 'input': 'CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O', 'text': 'CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O'}",{'outcome': 0.009900989942252001}
"{'key': 'ZKRQPBIDEQBRMX-UHFFFAOYSA-M', 'input': 'O=C([O-])c1ccc(-n2cc(C3CC[N+](CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1', 'text': 'O=C([O-])c1ccc(-n2cc(C3CC[N+](CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1'}",{'outcome': 0.10396039485931301}
"{'key': 'DTKVWZHRUMDYLF-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CCC(F)C1)C(C(=O)O)c1ccc(-c2ccc(F)cc2)cc1', 'text': 'NC(C(=O)N1CCC(F)C1)C(C(=O)O)c1ccc(-c2ccc(F)cc2)cc1'}",{'outcome': 0.17326731979846902}
"{'key': 'IHNXTAHQOZPVBI-UHFFFAOYSA-N', 'input': 'COc1ccc2c(=O)n(CC(O)CO)c(C#N)c(-c3ccccc3)c2c1', 'text': 'COc1ccc2c(=O)n(CC(O)CO)c(C#N)c(-c3ccccc3)c2c1'}",{'outcome': 0.0049504949711260005}
"{'key': 'NBZKIFBMZDGKHC-UHFFFAOYSA-N', 'input': 'NC(CC(=O)N1CCCC1C(=O)NCc1ccc(CC(=O)O)cc1)Cc1ccc(F)c(F)c1', 'text': 'NC(CC(=O)N1CCCC1C(=O)NCc1ccc(CC(=O)O)cc1)Cc1ccc(F)c(F)c1'}",{'outcome': 0.084158413112163}
"{'key': 'JLSTVOPSMZBZSR-UHFFFAOYSA-N', 'input': 'COC(=O)N(NC(=O)c1c(OC)c(-c2ccccc2)nc2ccccc12)c1ccccc1', 'text': 'COC(=O)N(NC(=O)c1c(OC)c(-c2ccccc2)nc2ccccc12)c1ccccc1'}",{'outcome': 0.9108911156654351}
"{'key': 'VZHJJBFDOPZNIN-UHFFFAOYSA-N', 'input': 'CC(C)(CCCN1CCCC(c2cnco2)C1)S(=O)(=O)c1ccccc1', 'text': 'CC(C)(CCCN1CCCC(c2cnco2)C1)S(=O)(=O)c1ccccc1'}",{'outcome': 0.6534653306007381}
"{'key': 'QOPBRVUVSGSTDY-UHFFFAOYSA-N', 'input': 'CCCC[N+](CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1C2=Cc1ccc(Cl)cc1', 'text': 'CCCC[N+](CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1C2=Cc1ccc(Cl)cc1'}",{'outcome': 0.9554455280303951}
"{'key': 'SESNYPNPIJXNNP-UHFFFAOYSA-N', 'input': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(C(C)C)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1', 'text': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(C(C)C)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1'}",{'outcome': 0.9059405922889711}
"{'key': 'NCDNCNXCDXHOMX-UHFFFAOYSA-N', 'input': 'CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1', 'text': 'CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1'}",{'outcome': 0.8036303520202631}
"{'key': 'CJPSOUOLAPMNQT-UHFFFAOYSA-N', 'input': 'COC(=O)c1[nH]c2cc(F)ccc2c1C1CNCCC1F', 'text': 'COC(=O)c1[nH]c2cc(F)ccc2c1C1CNCCC1F'}",{'outcome': 0.9306930899620051}
"{'key': 'QAGYKUNXZHXKMR-UHFFFAOYSA-N', 'input': 'Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C', 'text': 'Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C'}",{'outcome': 0.421676099300384}
"{'key': 'CJPSOUOLAPMNQT-UHFFFAOYSA-N', 'input': 'COC(=O)c1[nH]c2cc(F)ccc2c1C1CNCCC1F', 'text': 'COC(=O)c1[nH]c2cc(F)ccc2c1C1CNCCC1F'}",{'outcome': 0.9306930899620051}
"{'key': 'PEUBMPVLEUTSNQ-UHFFFAOYSA-N', 'input': 'CC(C)C(N)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1', 'text': 'CC(C)C(N)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1'}",{'outcome': 0.935643553733825}
"{'key': 'JUCZGNXHCDAERA-UHFFFAOYSA-N', 'input': 'CC1CC(OC(C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(c2ccc(F)cc2)CC(=O)N1', 'text': 'CC1CC(OC(C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(c2ccc(F)cc2)CC(=O)N1'}",{'outcome': 0.9257425665855401}
"{'key': 'KJHKTHWMRKYKJE-UHFFFAOYSA-N', 'input': 'Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O', 'text': 'Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O'}",{'outcome': 0.92079210281372}
"{'key': 'FDCWDCYSJSNMNL-UHFFFAOYSA-N', 'input': 'CC(C(O)c1ccc2c(c1)CCC(=O)N2)N1CCC(O)(c2ccc(F)cc2)CC1', 'text': 'CC(C(O)c1ccc2c(c1)CCC(=O)N2)N1CCC(O)(c2ccc(F)cc2)CC1'}",{'outcome': 1.0}
"{'key': 'DKIUFVFEAUCDLY-UHFFFAOYSA-N', 'input': 'COc1ccc(N2C(=O)C(Cc3cccc(OCCc4nc(-c5ccccc5)oc4C)c3)C2C(=O)O)cc1', 'text': 'COc1ccc(N2C(=O)C(Cc3cccc(OCCc4nc(-c5ccccc5)oc4C)c3)C2C(=O)O)cc1'}",{'outcome': 0.217821776866912}
"{'key': 'ULGZDMOVFRHVEP-UHFFFAOYSA-N', 'input': 'CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O', 'text': 'CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O'}",{'outcome': 0.0}
"{'key': 'DGVWICFSPMABCW-UHFFFAOYSA-N', 'input': 'COC(=O)N(NC(=O)c1c(CN2CCN(C(C)=O)CC2)c(-c2ccccc2)nc2ccccc12)c1ccccc1', 'text': 'COC(=O)N(NC(=O)c1c(CN2CCN(C(C)=O)CC2)c(-c2ccccc2)nc2ccccc12)c1ccccc1'}",{'outcome': 0.8415841460227961}
"{'key': 'GWKWKOFCTIYRPP-UHFFFAOYSA-N', 'input': 'COC(=O)N(NC(=O)c1c(CN2CCN(C(C)C)CC2)c(-c2ccccc2)nc2c(F)cccc12)c1ccccc1', 'text': 'COC(=O)N(NC(=O)c1c(CN2CCN(C(C)C)CC2)c(-c2ccccc2)nc2c(F)cccc12)c1ccccc1'}",{'outcome': 0.9405940771102901}
"{'key': 'KQNYTTDHCMFOME-UHFFFAOYSA-N', 'input': 'COC(=O)N(NC(=O)c1c(CN2CCN(C(C)(C)C)CC2)c(-c2ccccc2)nc2c(F)cccc12)c1ccccc1', 'text': 'COC(=O)N(NC(=O)c1c(CN2CCN(C(C)(C)C)CC2)c(-c2ccccc2)nc2c(F)cccc12)c1ccccc1'}",{'outcome': 0.927392721176147}
"{'key': 'XSLKCJFAEISGNN-UHFFFAOYSA-N', 'input': 'COC(=O)N(NC(=O)c1c(CN2CCN(C3(C)CCOCC3)CC2)c(-c2ccccc2)nc2c(F)cccc12)c1ccccc1', 'text': 'COC(=O)N(NC(=O)c1c(CN2CCN(C3(C)CCOCC3)CC2)c(-c2ccccc2)nc2c(F)cccc12)c1ccccc1'}",{'outcome': 0.9405940771102901}
"{'key': 'OPNWBWOUADKLSR-UHFFFAOYSA-N', 'input': 'COC(=O)N(NC(=O)c1c(CN2CCN(C3CCOCC3)CC2)c(-c2ccccc2)nc2c(F)cccc12)c1ccccc1', 'text': 'COC(=O)N(NC(=O)c1c(CN2CCN(C3CCOCC3)CC2)c(-c2ccccc2)nc2c(F)cccc12)c1ccccc1'}",{'outcome': 0.9257425665855401}
"{'key': 'GEDVVWSAYINLFO-UHFFFAOYSA-N', 'input': 'O=S(=O)(c1ccc(C=Cc2ccc(F)cc2)nc1)c1cccc(F)c1', 'text': 'O=S(=O)(c1ccc(C=Cc2ccc(F)cc2)nc1)c1cccc(F)c1'}",{'outcome': 0.8613861203193661}
"{'key': 'HCQGGYRWBPHDIG-UHFFFAOYSA-N', 'input': 'O=S(=O)(c1ccc(C=Cc2ccc(F)cc2)nc1)c1ccccc1F', 'text': 'O=S(=O)(c1ccc(C=Cc2ccc(F)cc2)nc1)c1ccccc1F'}",{'outcome': 0.98514848947525}
"{'key': 'ANNXZFGXMGNRDN-UHFFFAOYSA-N', 'input': 'O=S(=O)(c1ccccc1)c1ccc(C=Cc2ccc(F)cc2)nc1', 'text': 'O=S(=O)(c1ccccc1)c1ccc(C=Cc2ccc(F)cc2)nc1'}",{'outcome': 0.9257425665855401}
"{'key': 'AMJJFRAHQZYBJE-UHFFFAOYSA-N', 'input': 'O=S(=O)(c1ccc(C=Cc2ccccc2F)nc1)c1ccccc1F', 'text': 'O=S(=O)(c1ccc(C=Cc2ccccc2F)nc1)c1ccccc1F'}",{'outcome': 0.9108911156654351}
"{'key': 'NHBSENMOHAEDAT-UHFFFAOYSA-N', 'input': 'O=S(=O)(c1ccc(C=Cc2cccc(F)c2)nc1)c1ccccc1F', 'text': 'O=S(=O)(c1ccc(C=Cc2cccc(F)c2)nc1)c1ccccc1F'}",{'outcome': 0.9653465151786801}
"{'key': 'PNIRAOQLYCRNSM-UHFFFAOYSA-N', 'input': 'O=S(=O)(c1ccc(C=Cc2ccc(F)cc2F)nc1)c1ccccc1F', 'text': 'O=S(=O)(c1ccc(C=Cc2ccc(F)cc2F)nc1)c1ccccc1F'}",{'outcome': 0.9653465151786801}
"{'key': 'OORCBDUKAGBPKM-UHFFFAOYSA-N', 'input': '[O-][S+](c1ccc(C=Cc2ccc(F)cc2F)nc1)c1ccccc1F', 'text': '[O-][S+](c1ccc(C=Cc2ccc(F)cc2F)nc1)c1ccccc1F'}",{'outcome': 0.775165021419525}
"{'key': 'VTXWSPAVKRKGBQ-UHFFFAOYSA-N', 'input': 'CC(OC1CCC(=O)NCC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1', 'text': 'CC(OC1CCC(=O)NCC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1'}",{'outcome': 0.94554454088211}
"{'key': 'UTYSCDQCCAYENJ-UHFFFAOYSA-N', 'input': 'CC(OC1CCC(=O)N(C)CC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1', 'text': 'CC(OC1CCC(=O)N(C)CC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1'}",{'outcome': 0.9306930899620051}
"{'key': 'CNWUKDYFDDUVSI-UHFFFAOYSA-N', 'input': 'CC(OC1CCNC(=O)CC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1', 'text': 'CC(OC1CCNC(=O)CC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1'}",{'outcome': 0.8539603948593141}
"{'key': 'DAARLFWXUXISRO-UHFFFAOYSA-N', 'input': 'CC(OC1CCN(C)C(=O)CC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1', 'text': 'CC(OC1CCN(C)C(=O)CC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1'}",{'outcome': 0.8844884634017941}
"{'key': 'SXNSKNFVWYYWIC-UHFFFAOYSA-N', 'input': 'CC(OC1CC(C)N(C)C(=O)CC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1', 'text': 'CC(OC1CC(C)N(C)C(=O)CC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1'}",{'outcome': 0.8976897597312921}
"{'key': 'YFKDOMJVBVEBIG-UHFFFAOYSA-N', 'input': 'CC(OC1CCC(=O)NC(C)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1', 'text': 'CC(OC1CCC(=O)NC(C)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1'}",{'outcome': 0.9368811845779411}
"{'key': 'PRWFNQWPCVCDDH-UHFFFAOYSA-N', 'input': 'CC(OC1CCc2n[nH]c(=O)n2CC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1', 'text': 'CC(OC1CCc2n[nH]c(=O)n2CC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1'}",{'outcome': 0.8910890817642211}
"{'key': 'ZWDMWDRBUJRBNX-UHFFFAOYSA-N', 'input': 'CC(OC1CCn2c(n[nH]c2=O)CC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1', 'text': 'CC(OC1CCn2c(n[nH]c2=O)CC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1'}",{'outcome': 0.9237623810768121}
"{'key': 'OBKQMZCTGOCMFK-UHFFFAOYSA-N', 'input': 'N#Cc1ccc2cc1Oc1ccc3c(c1)C(CCO3)N1CCC(NCc3cncn3C2)C1=O', 'text': 'N#Cc1ccc2cc1Oc1ccc3c(c1)C(CCO3)N1CCC(NCc3cncn3C2)C1=O'}",{'outcome': 0.96089106798172}
"{'key': 'XOJGVMOCJXHBMM-UHFFFAOYSA-N', 'input': 'COCCOCC#Cc1cc(C2N=NC3=C2Cc2cc(CN4CCN(C)CC4)ccc23)cs1', 'text': 'COCCOCC#Cc1cc(C2N=NC3=C2Cc2cc(CN4CCN(C)CC4)ccc23)cs1'}",{'outcome': 0.9674682021141051}
"{'key': 'JVQVZNATXHVKNL-UHFFFAOYSA-N', 'input': 'C[N+]1CCCC(c2c(-c3ccccc3)[nH]c3ccccc23)C1', 'text': 'C[N+]1CCCC(c2c(-c3ccccc3)[nH]c3ccccc23)C1'}",{'outcome': 0.98514848947525}
"{'key': 'LDTUIPCDYVXKIB-UHFFFAOYSA-N', 'input': 'CCn1nc(Cc2ccc(OC(C)C)cc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1', 'text': 'CCn1nc(Cc2ccc(OC(C)C)cc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1'}",{'outcome': 0.9801980257034301}
"{'key': 'SDWJBJHQWZLCOE-UHFFFAOYSA-N', 'input': 'CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCN1CCC(=O)N(C)CC1)c1ccccc1', 'text': 'CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCN1CCC(=O)N(C)CC1)c1ccccc1'}",{'outcome': 0.782178223133087}
"{'key': 'FZCVYOKVSXZELZ-UHFFFAOYSA-N', 'input': 'COC(=O)Cc1ccc(CNC(=O)C2CSCN2C(=O)CC(N)Cc2ccccc2F)cc1', 'text': 'COC(=O)Cc1ccc(CNC(=O)C2CSCN2C(=O)CC(N)Cc2ccccc2F)cc1'}",{'outcome': 0.856435656547546}
"{'key': 'XNOGDHYDNAIZRZ-UHFFFAOYSA-N', 'input': 'OC1CC(CN2CCC(c3ccccc3)CC2)CCc2cccnc21', 'text': 'OC1CC(CN2CCC(c3ccccc3)CC2)CCc2cccnc21'}",{'outcome': 0.121287129819393}
"{'key': 'UHGHALWOVVUXKD-UHFFFAOYSA-N', 'input': 'CCC(=O)C(CC(C)[N+](C)C)(c1ccccc1)c1ccccc1', 'text': 'CCC(=O)C(CC(C)[N+](C)C)(c1ccccc1)c1ccccc1'}",{'outcome': 0.889203190803527}
"{'key': 'GKMOQWBWMMGWKN-UHFFFAOYSA-N', 'input': 'CC(C)C(Oc1ccc(CNC(=O)C2CSCN2C(=O)CC(N)Cc2cc(F)ccc2F)cc1)C(=O)O', 'text': 'CC(C)C(Oc1ccc(CNC(=O)C2CSCN2C(=O)CC(N)Cc2cc(F)ccc2F)cc1)C(=O)O'}",{'outcome': 0.12871287763118702}
"{'key': 'KXKRZHKEPHLIGJ-UHFFFAOYSA-M', 'input': 'CC1COc2c(N3CC[N+](C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23', 'text': 'CC1COc2c(N3CC[N+](C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23'}",{'outcome': 0.014851485379040002}
"{'key': 'GSDSWSVVBLHKDQ-UHFFFAOYSA-N', 'input': 'CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23', 'text': 'CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23'}",{'outcome': 0.0}
"{'key': 'XJDGQHCPKBYDFF-UHFFFAOYSA-N', 'input': 'O=C([O-])C1=C[N+](C2CC2)=C2C=C(N3CCNCC3)C(F)=CC2C1=O', 'text': 'O=C([O-])C1=C[N+](C2CC2)=C2C=C(N3CCNCC3)C(F)=CC2C1=O'}",{'outcome': 0.09900990128517101}
